247839,55026,,
275584,275582,,
270948,262650,,
251760,251690,,
291554,291556,,
283463,283461,,
263712,263713,,
279119,60961,,
274252,274250,,
279639,279638,,
259457,259453,,
275211,275212,,
276606,276604,276618.0,276605.0
187687,187686,,
291206,291207,,
252610,252611,,
64403,50981,,
256522,256519,,
287281,287282,,
268221,44015,,
275663,281950,,
272121,272119,,
279376,279377,,
265068,265072,,
282743,282744,,
291354,271889,,
267895,266285,,
273576,268153,,
250206,250207,,
62815,62816,,
262979,262290,,
64001,64002,,
51207,51208,,
275196,275197,,
27401,27400,,
263123,263166,,
63492,63494,,
261582,261583,,
254013,254011,,
277713,277711,,
260431,260432,,
284200,284199,,
301146,301147,,
280048,280047,,
294882,294883,,
294407,294408,,
268092,268104,,
279993,279994,,
18920,18919,,
278286,278287,,
275952,275955,,
274780,274779,,
289677,289678,,
281187,281188,,
274396,274395,,
281236,281238,,
280611,280607,,
290688,290684,,
292198,292197,,
262634,262633,,
270564,270563,,
269798,269802,,
284665,284666,,
63118,187424,,
292116,288594,,
286699,286698,,
277440,277441,,
282669,282668,,
286348,286349,,
67115,67114,,
302361,302360,,
288313,288312,,
279717,279718,,
287948,287963,,
288357,288356,,
188750,188751,,
270621,270617,270620.0,
46580,46578,,
274204,274212,,
64444,64443,,
261139,262729,,
290274,290273,,
278317,278316,,
277248,277249,,
281024,281022,,
266988,266997,,
248018,248016,248017.0,
273169,278794,,
272860,272862,,
271707,271709,,
261342,261341,,
260330,260329,,
280199,280197,,
267959,267957,,
354743,354744,,
40285,40284,,
267753,267752,,
60099,60100,,
267206,267207,,
271756,271755,,
50395,50396,,
270197,270003,,
290880,290879,,
283709,283721,,
258452,258453,,
294900,294901,,
278895,278896,,
269375,269376,,
290749,290679,,
279169,279168,279170.0,
40173,40171,,
269852,269855,,
292321,292326,,
288080,288081,,
274992,274991,,
265902,265900,,
66468,66467,,
63410,63413,,
249766,251119,,
50004,50003,,
38880,38879,,
284426,284430,,
279239,279240,,
256716,256715,,
271625,271626,,
266881,266877,,
47366,47365,,
279397,279398,,
272311,273360,,
265194,274540,,
289171,289170,,
273490,273489,,
270815,269381,,
270096,270111,,
285014,285015,,
272985,272984,,
275472,275471,,
71186,71333,,
291786,291783,,
275998,275999,,
277030,277032,,
281877,281876,,
67911,67910,,
291806,291807,,
283552,283553,,
278560,278562,,
284254,284253,,
284068,287351,,
249806,249807,,
280472,280473,,
273814,273815,273813.0,
38714,44347,,
276531,276532,276530.0,
279091,279093,,
263828,263830,,
269390,269388,,
248279,248281,,
293786,293785,,
276853,276855,,
270335,267656,,
265281,265283,,
284046,284049,,
269400,269701,,
262657,262656,,
292213,292211,,
287974,287971,,
43804,43803,,
61186,64122,,
274485,274484,,
250396,250398,,
262990,262993,,
275598,275599,,
263714,263717,,
39727,39674,,
61719,61720,,
273323,273322,,
293257,293258,293259.0,
267108,267106,267105.0,
284609,284610,,
259069,258100,,
44485,44484,,
41727,41725,,
265969,265974,,
281069,281070,,
278268,276134,,
289975,289976,,
289811,289812,,
58294,287240,,
276679,276681,,
274425,274424,,
288354,288355,,
287609,287610,,
274012,273046,,
291372,291374,,
291128,291130,,
274381,274385,,
267449,267448,,
256413,256431,,
289991,290006,,
47613,47615,,
67006,67005,,
298979,298980,,
293229,293230,,
272162,272163,,
69050,67597,,
290866,290868,,
286168,286167,,
262171,261950,262170.0,
278985,278983,,
260382,260380,,
68750,68744,,
279394,279392,,
264527,264520,,
269936,269939,,
270631,270633,270632.0,
276999,276997,,
259052,43757,,
280285,280643,280280.0,
253943,253942,,
39986,39989,,
45159,45158,,
266766,266763,,
292561,292562,,
289183,289165,,
67703,67700,,
278473,278472,,
260361,260360,,
272870,272867,,
285685,285686,,
256041,256049,,
270500,270499,,
260405,260406,,
269631,269628,,
286211,286209,,
262151,262125,,
296153,296155,,
289139,289138,,
270426,270428,,
277996,277995,,
270347,270348,,
291016,291015,,
267063,56890,56892.0,
291035,291036,,
285356,285358,,
290211,290214,,
274986,274985,,
300063,300105,,
39557,39720,,
282540,282547,,
282840,27918,,
284651,284652,,
254235,254233,,
277460,277458,,
290010,290011,,
26152,26154,,
260368,260367,,
252424,252423,,
248157,248153,,
259536,260535,,
267093,269006,,
267941,267938,,
57535,57536,,
268816,268812,268818.0,
266976,267025,,
262922,53211,,
265046,265045,,
293140,293141,,
276541,276542,,
70424,70425,,
54591,54592,,
300009,300007,,
257769,257768,,
265223,265222,,
291763,291764,,
284305,284304,,
273639,273640,,
289691,289571,,
290936,290935,,
71719,71721,,
288332,288333,,
354729,354728,,
281756,280046,,
354954,258228,,
251708,251711,,
285319,285320,,
40290,40261,,
280572,280573,,
293240,293241,,
266180,266181,,
249634,249635,,
287484,298973,,
262627,262626,262628.0,
291596,291597,,
280071,280072,,
296180,296178,,
59425,260284,64854.0,
278800,278801,,
278548,278547,278552.0,
271823,267892,,
299980,299982,,
252430,252428,,
291381,291382,,
284043,284044,,
291625,292276,,
48414,48416,,
276218,276217,,
288981,290811,,
262027,262028,,
66909,66910,,
252922,252921,,
250479,250476,,
261482,261483,,
255147,255145,255144.0,
292268,292269,,
284245,284244,,
296137,296139,,
186557,186559,,
50604,50603,,
276694,276696,,
288379,288380,,
53338,53337,,
283291,283285,,
293159,293162,,
275722,275723,,
283293,283280,,
301346,301356,,
268159,273643,,
267750,267741,,
278284,278281,,
290865,66470,,
273029,273026,,
272615,272614,,
263221,263222,,
289738,289744,,
50434,50435,,
262306,262304,,
50947,50948,,
55991,288345,,
257435,257422,,
294429,294428,294430.0,
44095,44097,,
255122,59297,,
262040,262037,,
249676,249678,,
265057,265055,265058.0,
283646,354533,,
290741,290740,,
283781,283782,,
274410,274409,,
276019,276888,,
255172,255176,,
282758,282759,,
300101,300100,,
252346,252345,,
290909,290908,,
272408,272409,,
275659,275658,,
289169,289168,,
285094,71007,,
270024,270023,,
272330,272331,,
54704,54374,,
287992,287991,,
285263,285262,,
262879,286547,,
69643,69641,,
274000,274001,,
267587,267586,,
284004,284017,,
272436,272439,,
275941,275942,,
290196,292075,,
47278,47279,,
266080,266020,,
286692,286694,,
354627,354629,,
279402,279403,,
280118,280117,,
255313,255312,,
290695,290780,,
251335,251336,,
268301,268302,,
292214,292216,,
281813,281814,,
41311,41308,,
261924,261920,,
262530,262533,,
283264,283267,,
290424,290425,,
266661,266662,,
42739,251166,,
273959,45294,,
252364,252898,,
283892,283893,283891.0,283894.0
252379,252376,,
261078,49794,,
64581,64583,,
57238,57237,,
264780,264778,,
291134,291135,291136.0,
284855,284853,,
288076,288077,,
259122,259121,,
